type,name,num_nodes,num_edges,gpn_num
bipartite,bipartite_9_nodes_271,9,10,62
bipartite,bipartite_9_nodes_272,9,10,60
bipartite,bipartite_9_nodes_273,9,10,58
bipartite,bipartite_9_nodes_274,9,10,63
bipartite,bipartite_9_nodes_275,9,11,66
bipartite,bipartite_9_nodes_276,9,9,52
bipartite,bipartite_9_nodes_277,9,10,61
bipartite,bipartite_9_nodes_278,9,10,62
bipartite,bipartite_9_nodes_279,9,11,65
bipartite,bipartite_9_nodes_280,9,9,56
bipartite,bipartite_9_nodes_281,9,11,69
bipartite,bipartite_9_nodes_282,9,12,73
bipartite,bipartite_9_nodes_283,9,8,45
bipartite,bipartite_9_nodes_284,9,9,52
bipartite,bipartite_9_nodes_285,9,10,60
bipartite,bipartite_9_nodes_286,9,8,45
bipartite,bipartite_9_nodes_287,9,9,52
bipartite,bipartite_9_nodes_288,9,8,45
bipartite,bipartite_9_nodes_289,9,9,52
bipartite,bipartite_9_nodes_290,9,10,64
bipartite,bipartite_9_nodes_291,9,10,58
bipartite,bipartite_9_nodes_292,9,10,68
bipartite,bipartite_9_nodes_293,9,11,67
bipartite,bipartite_9_nodes_294,9,9,52
bipartite,bipartite_9_nodes_295,9,9,55
bipartite,bipartite_9_nodes_296,9,10,58
bipartite,bipartite_9_nodes_297,9,10,60
bipartite,bipartite_9_nodes_298,9,9,51
bipartite,bipartite_9_nodes_299,9,10,62
bipartite,bipartite_9_nodes_300,9,9,58
bipartite,bipartite_9_nodes_301,9,10,58
bipartite,bipartite_9_nodes_302,9,10,59
bipartite,bipartite_9_nodes_303,9,11,65
bipartite,bipartite_9_nodes_304,9,11,68
bipartite,bipartite_9_nodes_305,9,11,65
bipartite,bipartite_9_nodes_306,9,11,62
bipartite,bipartite_9_nodes_307,9,12,71
bipartite,bipartite_9_nodes_308,9,11,69
bipartite,bipartite_9_nodes_309,9,11,69
bipartite,bipartite_9_nodes_310,9,12,71
bipartite,bipartite_9_nodes_311,9,13,78
bipartite,bipartite_9_nodes_312,9,10,60
bipartite,bipartite_9_nodes_313,9,10,60
bipartite,bipartite_9_nodes_314,9,10,58
bipartite,bipartite_9_nodes_315,9,10,61
bipartite,bipartite_9_nodes_316,9,11,65
bipartite,bipartite_9_nodes_317,9,10,58
bipartite,bipartite_9_nodes_318,9,11,77
bipartite,bipartite_9_nodes_319,9,12,69
bipartite,bipartite_9_nodes_320,9,11,65
bipartite,bipartite_9_nodes_321,9,12,71
bipartite,bipartite_9_nodes_322,9,11,68
bipartite,bipartite_9_nodes_323,9,11,68
bipartite,bipartite_9_nodes_324,9,11,72
