id,gpn_num
J????B_}Em?,116
J????B_}Fm?,116
J????B_}C}?,112
J????B_}E}?,121
J????B_}F}?,115
J????B_FCe?,66
J????B_FEe?,81
J????B_FFe?,83
J????B_FEu?,100
J????B_FFu?,102
J????B_FF}?,104
J????B_F?f?,66
J????B_F?v?,81
J????B_F?~?,83
J????B_F?F_,66
J????B_fEE?,77
J????B_fBE?,85
J????B_fFE?,83
J????B_fCe?,79
J????B_fAe?,74
J????B_fEe?,93
J????B_fBe?,84
J????B_fFe?,100
J????B_fCu?,87
J????B_fAu?,87
J????B_fEu?,102
J????B_fBu?,98
J????B_fFu?,108
J????B_f?}?,99
J????B_fC}?,90
J????B_fA}?,93
J????B_fE}?,104
J????B_fB}?,103
J????B_fF}?,107
J????B_vFE?,104
J????B_vEe?,106
J????B_vDe?,105
J????B_vFe?,115
J????B_vEu?,113
J????B_vDu?,114
J????B_vFu?,119
J????B_vC}?,108
J????B_vE}?,115
J????B_v@}?,105
J????B_vD}?,116
J????B_vF}?,116
J????B_~Fe?,119
J????B_~Fu?,123
J????B_~E}?,126
J????B_~F}?,122
J????B_Fea?,81
J????B_Ffa?,83
J????B_Fcq?,85
J????B_Feq?,106
J????B_Ffq?,108
J????B_Fcy?,93
J????B_Fey?,116
J????B_Ffy?,118
J????B_Fc}?,90
J????B_Fe}?,111
J????B_Ff}?,113
J????B_F_z?,93
J????B_F_~?,90
J????B_FfA_,83
J????B_ffa?,101
J????B_feq?,103
J????B_fbq?,98
J????B_ffq?,112
J????B_fcy?,93
J????B_fay?,95
J????B_fey?,109
J????B_fby?,106
J????B_ffy?,116
J????B_fc}?,96
J????B_fa}?,98
J????B_fe}?,110
J????B_fb}?,107
J????B_ff}?,113
J????B_vfq?,123
J????B_vey?,119
J????B_vdy?,119
J????B_vfy?,125
J????B_ve}?,122
J????B_vd}?,119
J????B_vf}?,122
J????B_~fy?,127
J????B_~f}?,128
J????B_Fvo?,112
J????B_Fuw?,126
J????B_Fvw?,128
J????B_Fs{?,102
J????B_Fu{?,129
J????B_Fv{?,131
J????B_Fs}?,96
J????B_Fu}?,119
J????B_Fv}?,121
J????B_Fo~?,96
J????B_fvw?,119
J????B_fu{?,113
J????B_fr{?,109
J????B_fv{?,121
J????B_fs}?,101
J????B_fq}?,100
J????B_fu}?,115
J????B_fr}?,108
J????B_fv}?,118
J????B_vv{?,128
J????B_vu}?,128
J????B_vt}?,119
J????B_vv}?,127
J????B_~v}?,133
J????B_FNE?,99
J????B_FGv?,87
J????B_FG~?,90
J????B_Fg}?,102
J????B_Fg~?,96
J????B_Fw~?,101
J????Bo{C]?,90
J????Bo{E]?,116
J????Bo{F]?,123
J????Bo{F}?,111
J????Bo{?^_,96
J????BoyEM?,106
J????BoyFM?,112
J????BoyCm?,100
J????BoyEm?,116
J????BoyFm?,117
J????Boy?}?,89
J????BoyC}?,113
J????BoyE}?,122
J????BoyF}?,116
J????Boy?N_,93
J????Bo}FM?,125
J????Bo}Fm?,120
J????Bo}E]?,127
J????Bo}F]?,131
J????Bo}F}?,120
J????BorEE?,95
J????BorFE?,106
J????BorDe?,100
J????BorFe?,112
J????BorDU?,106
J????BorFU?,116
J????Bor@u?,96
J????BorDu?,113
J????BorFu?,119
J????Bor@}?,106
J????BorD}?,117
J????BorF}?,117
J????BozFE?,114
J????BozEe?,117
J????BozFe?,123
J????BozFU?,123
J????BozEu?,126
J????BozFu?,127
J????BozE]?,125
J????BozF]?,127
J????BozC}?,121
J????BozE}?,128
J????BozF}?,124
J????Bo~Fe?,123
J????Bo~Fu?,128
J????Bo~F]?,136
J????Bo~F}?,128
J????BobfA?,85
J????Bobfa?,90
J????BobeQ?,92
J????BobbQ?,85
J????BobfQ?,102
J????Bobbq?,91
J????Bobfq?,107
J????BobbY?,98
J????BobfY?,112
J????Bobby?,104
J????Bobfy?,115
J????Bobb}?,108
J????Bobf}?,114
J????Borfa?,115
J????BorfQ?,118
J????Bordq?,114
J????Borfq?,125
J????BoreY?,115
J????BordY?,115
J????BorfY?,125
J????Bor`y?,107
J????Bordy?,121
J????Borfy?,128
J????Bore]?,121
J????Bord]?,119
J????Borf]?,127
J????Bor`}?,111
J????Bord}?,121
J????Borf}?,124
J????Bozfq?,132
J????BozfY?,131
J????Bozey?,131
J????Bozfy?,134
J????Bozf]?,136
J????Boze}?,131
J????Bozf}?,131
J????Bo~fy?,133
J????Bo~f}?,135
J????BoBvO?,93
J????BoBvo?,90
J????BoBuW?,113
J????BoBvW?,124
J????BoBvw?,118
J????BoBv[?,136
J????BoBv{?,129
J????BoBv}?,123
J????BoBo^?,90
J????Bobvo?,108
J????BobvW?,112
J????Bobrw?,103
J????Bobvw?,119
J????Bobu[?,108
J????Bobr[?,104
J????Bobv[?,119
J????Bobr{?,110
J????Bobv{?,123
J????Bobs]?,96
J????Bobq]?,95
J????Bobu]?,113
J????Bobr]?,107
J????Bobv]?,121
J????Bobr}?,110
J????Bobv}?,120
J????Borvw?,133
J????Borv[?,131
J????Bort{?,124
J????Borv{?,134
J????Boru]?,129
J????Bort]?,122
J????Borv]?,134
J????Borp}?,111
J????Bort}?,122
J????Borv}?,130
J????Bozv{?,138
J????Bozv]?,144
J????Bozu}?,131
J????Bozv}?,137
J????Bo~v}?,141
J????Bw}FM?,139
J????Bw}Fm?,138
J????Bw}F}?,122
J????Bw|FE?,126
J????Bw|Fe?,126
J????Bw|FU?,135
J????Bw|Fu?,132
J????Bw|E]?,134
J????Bw|F]?,137
J????Bw|F}?,129
J????Bw~Fu?,130
J????Bw~Fm?,143
J????Bw~F}?,131
J????Bwxfq?,135
J????Bwxei?,128
J????Bwxfi?,134
J????Bwxey?,133
J????Bwxfy?,137
J????Bwxc}?,125
J????Bwxe}?,132
J????Bwxf}?,132
J????Bw|fq?,138
J????Bw|fi?,136
J????Bw|fY?,140
J????Bw|fy?,140
J????Bw|fm?,143
J????Bw|f]?,140
J????Bw|f}?,137
J????Bw~fy?,136
J????Bw~f}?,139
J????Bwpvo?,125
J????Bwpvg?,127
J????Bwptw?,120
J????Bwpvw?,134
J????Bwptk?,122
J????Bwpvk?,134
J????Bwpp{?,111
J????Bwpt{?,125
J????Bwpv{?,136
J????Bwpp}?,112
J????Bwpt}?,123
J????Bwpv}?,131
J????Bwxvw?,144
J????Bwxvk?,142
J????Bwxu{?,136
J????Bwxv{?,144
J????BwxvM?,146
J????Bwxum?,137
J????Bwxvm?,146
J????Bwxs}?,124
J????Bwxu}?,133
J????Bwxv}?,139
J????Bw|v{?,145
J????Bw|vm?,153
J????Bw|v]?,140
J????Bw|v}?,144
J????Bw~v}?,146
J????B{~Fu?,147
J????B{~F}?,131
J????B{}fq?,134
J????B{}fy?,143
J????B{}fm?,146
J????B{}f}?,140
J????B{~fy?,136
J????B{~f}?,140
J????B{{vw?,152
J????B{{vs?,146
J????B{{v[?,145
J????B{{v{?,151
J????B{{u]?,134
J????B{{v]?,141
J????B{{v}?,145
J????B{}v{?,149
J????B{}vu?,155
J????B{}vm?,146
J????B{}v}?,148
J????B{~v}?,148
J????B}~fy?,150
J????B}~f}?,138
J????B}~Vu?,149
J????B}~V}?,149
J????B}~v}?,147
J????B~~v}?,143
J???C@?GF{?,66
J???C@?gE{?,66
J???C@?gB{?,66
J???C@?gF{?,75
J???C@?wC{?,66
J???C@?wE{?,80
J???C@?w@{?,66
J???C@?wD{?,83
J???C@?wF{?,84
J???C@?w?}?,66
J???C@?w?~?,78
J???C@?w?{_,66
J???C@?w?}_,75
J???C@?w?~_,84
J???C@?KF[?,66
J???C@?KF{?,75
J???C@?KE[_,66
J???C@?kE[?,66
J???C@?kB[?,66
J???C@?kF[?,80
J???C@?kB{?,85
J???C@?kF{?,83
J???C@?kA]?,66
J???C@?kA[_,66
J???C@?kA]_,75
J???C@?{E[?,82
J???C@?{D[?,84
J???C@?{F[?,90
J???C@?{@{?,87
J???C@?{D{?,95
J???C@?{F{?,91
J???C@?{?^?,80
J???C@?{?^_,84
J???C@?MFK?,66
J???C@?MFk?,81
J???C@?MF{?,83
J???C@?MEK_,66
J???C@?mEK?,66
J???C@?mBK?,66
J???C@?mFK?,83
J???C@?mBk?,87
J???C@?mFk?,91
J???C@?mB{?,99
J???C@?mF{?,90
J???C@?mAM?,66
J???C@?mAM_,75
J???C@?}FK?,92
J???C@?}Fk?,97
J???C@?}D{?,102
J???C@?}F{?,97
J???C@?NFC?,66
J???C@?NFc?,85
J???C@?NFs?,93
J???C@?NF{?,90
J???C@?nFc?,95
J???C@?nBs?,101
J???C@?nFs?,99
J???C@?nB{?,108
J???C@?nF{?,96
J???C@?~Fs?,101
J???C@?~F{?,102
J???C@?Nfo?,99
J???C@?Nfw?,102
J???C@?Nf{?,96
J???C@?nfw?,104
J???C@?nb{?,112
J???C@?nf{?,101
J???C@?~f{?,106
J???CB?WC{?,66
J???CB?WA{?,66
J???CB?WE{?,77
J???CB?W@{?,66
J???CB?WD{?,74
J???CB?WB{?,75
J???CB?WF{?,85
J???CB?wC{?,75
J???CB?wA{?,80
J???CB?wE{?,87
J???CB?w@{?,75
J???CB?wD{?,88
J???CB?wB{?,97
J???CB?wF{?,92
J???CB?KD[?,66
J???CB?KB[?,66
J???CB?KF[?,75
J???CB?KD{?,75
J???CB?KB{?,75
J???CB?KF{?,85
J???CB?KC[_,66
J???CB?KA[_,66
J???CB?KE[_,75
J???CB?[C[?,66
J???CB?[A[?,66
J???CB?[E[?,78
J???CB?[@[?,66
J???CB?[D[?,75
J???CB?[B[?,78
J???CB?[F[?,91
J???CB?[@{?,87
J???CB?[D{?,85
J???CB?[B{?,83
J???CB?[F{?,93
J???CB?[?]?,66
J???CB?[?\?,66
J???CB?[?^?,75
J???CB?[?]_,74
J???CB?[?\_,79
J???CB?[?^_,86
J???CB?{E[?,89
J???CB?{D[?,90
J???CB?{B[?,97
J???CB?{F[?,98
J???CB?{@{?,100
J???CB?{D{?,98
J???CB?{B{?,108
J???CB?{F{?,100
J???CB?{?^?,101
J???CB?{?^_,92
J???CB?MDK?,66
J???CB?MBK?,66
J???CB?MFK?,75
J???CB?MDk?,81
J???CB?MBk?,81
J???CB?MFk?,92
J???CB?MD{?,83
J???CB?MB{?,83
J???CB?MF{?,94
J???CB?MCK_,66
J???CB?MAK_,66
J???CB?MEK_,75
J???CB?mBK?,76
J???CB?mFK?,90
J???CB?mDk?,87
J???CB?mBk?,91
J???CB?mFk?,98
J???CB?m@{?,99
J???CB?mD{?,90
J???CB?mB{?,99
J???CB?mF{?,99
J???CB?m?N?,83
J???CB?m?N_,86
J???CB?]EK?,79
J???CB?]BK?,79
J???CB?]FK?,95
J???CB?]Dk?,89
J???CB?]Bk?,87
J???CB?]Fk?,102
J???CB?]@{?,99
J???CB?]D{?,93
J???CB?]B{?,90
J???CB?]F{?,100
J???CB?]?N?,75
J???CB?]?N_,87
J???CB?}FK?,100
J???CB?}Fk?,106
J???CB?}D{?,105
J???CB?}B{?,114
J???CB?}F{?,107
J???CB?NFC?,75
J???CB?NDc?,85
J???CB?NBc?,85
J???CB?NFc?,97
J???CB?NDs?,93
J???CB?NBs?,93
J???CB?NFs?,106
J???CB?ND{?,90
J???CB?NB{?,90
J???CB?NF{?,102
J???CB?nFc?,100
J???CB?nDs?,93
J???CB?nBs?,98
J???CB?nFs?,105
J???CB?nD{?,96
J???CB?nB{?,102
J???CB?nF{?,105
J???CB?^Fc?,107
J???CB?^Bs?,93
J???CB?^Fs?,110
J???CB?^D{?,98
J???CB?^B{?,96
J???CB?^F{?,106
J???CB?~Fs?,111
J???CB?~F{?,113
J???CB?Nfo?,114
J???CB?Ndw?,102
J???CB?Nbw?,102
J???CB?Nfw?,117
J???CB?Nd{?,96
J???CB?Nb{?,96
J???CB?Nf{?,109
J???CB?nfw?,109
J???CB?nd{?,101
J???CB?nb{?,100
J???CB?nf{?,110
J???CB?^fw?,115
J???CB?^b{?,101
J???CB?^f{?,111
J???CB?~f{?,118
J???C@_WE{?,75
J???C@_WF{?,83
J???C@_wC{?,75
J???C@_wA{?,75
J???C@_wE{?,89
J???C@_wB{?,91
J???C@_wF{?,94
J???C@_w?}?,75
J???C@_w?|?,85
J???C@_w?~?,82
J???C@_w?{_,75
J???C@_w?}_,85
J???C@_w?|_,83
J???C@_w?~_,92
J???C@_SE[?,66
J???C@_SD[?,66
J???C@_SF[?,75
J???C@_SD{?,74
J???C@_SF{?,84
J???C@_SC\?,66
J???C@_SC\_,76
J???C@_sC[?,66
J???C@_sA[?,66
J???C@_sE[?,80
J???C@_s@[?,66
J???C@_sD[?,74
J???C@_sB[?,75
J???C@_sF[?,89
J???C@_s?{?,66
J???C@_sC{?,84
J???C@_sA{?,81
J???C@_sE{?,85
J???C@_s@{?,74
J???C@_sD{?,85
J???C@_sB{?,92
J???C@_sF{?,93
J???C@_s?]?,66
J???C@_s?\?,66
J???C@_s?^?,77
J???C@_s?]_,75
J???C@_s?\_,78
J???C@_s?^_,86
J???C@_[E[?,75
J???C@_[F[?,88
J???C@_[C{?,75
J???C@_[E{?,89
J???C@_[F{?,92
J???C@_[C\?,81
J???C@_[C[_,75
J???C@_[C\_,83
J???C@_{E[?,91
J???C@_{B[?,92
J???C@_{F[?,100
J???C@_{C{?,97
J???C@_{A{?,93
J???C@_{E{?,99
J???C@_{B{?,104
J???C@_{F{?,102
J???C@_{?^?,89
J???C@_{?^_,92
J???C@_EEk?,66
J???C@_EFk?,75
J???C@_EF{?,85
J???C@_ECl?,66
J???C@_EC|?,75
J???C@_ECL_,66
J???C@_eEK?,66
J???C@_eFK?,75
J???C@_eAk?,66
J???C@_eEk?,80
J???C@_eBk?,75
J???C@_eFk?,91
J???C@_eA{?,85
J???C@_eE{?,83
J???C@_eB{?,97
J???C@_eF{?,94
J???C@_eAM?,66
J???C@_eBM?,75
J???C@_eCL?,66
J???C@_e?l?,66
J???C@_eCl?,80
J???C@_e?|?,85
J???C@_eC|?,83
J???C@_e?N?,66
J???C@_eBK_,75
J???C@_eAM_,75
J???C@_eBM_,85
J???C@_e?N_,75
J???C@_UEK?,66
J???C@_UDK?,66
J???C@_UFK?,75
J???C@_UCk?,66
J???C@_UEk?,79
J???C@_UDk?,74
J???C@_UFk?,89
J???C@_UC{?,87
J???C@_UE{?,83
J???C@_UD{?,86
J???C@_UF{?,92
J???C@_UCL?,66
J???C@_UCK_,66
J???C@_UCL_,77
J???C@_uEK?,81
J???C@_uDK?,74
J???C@_uFK?,91
J???C@_uEk?,89
J???C@_uDk?,87
J???C@_uBk?,93
J???C@_uFk?,99
J???C@_uC{?,95
J???C@_uA{?,91
J???C@_uE{?,92
J???C@_u@{?,90
J???C@_uD{?,93
J???C@_uB{?,104
J???C@_uF{?,100
J???C@_]EK?,75
J???C@_]FK?,91
J???C@_]Ek?,92
J???C@_]Fk?,100
J???C@_]C{?,101
J???C@_]E{?,100
J???C@_]F{?,100
J???C@_}FK?,102
J???C@_}Fk?,108
J???C@_}E{?,106
J???C@_}B{?,112
J???C@_}F{?,109
J???C@_FEc?,66
J???C@_FFc?,75
J???C@_FEs?,81
J???C@_FFs?,92
J???C@_FE{?,83
J???C@_FF{?,94
J???C@_FCd?,66
J???C@_FCt?,81
J???C@_FC|?,83
J???C@_FEC_,66
J???C@_FFC_,75
J???C@_FCD_,66
J???C@_fFC?,75
J???C@_fEc?,83
J???C@_fBc?,75
J???C@_fFc?,95
J???C@_fEs?,91
J???C@_fBs?,100
J???C@_fFs?,104
J???C@_fA{?,99
J???C@_fE{?,90
J???C@_fB{?,114
J???C@_fF{?,102
J???C@_fBE?,75
J???C@_fCt?,91
J???C@_f?|?,99
J???C@_fC|?,90
J???C@_fBE_,85
J???C@_VFC?,75
J???C@_VEc?,81
J???C@_VDc?,74
J???C@_VFc?,92
J???C@_VCs?,87
J???C@_VEs?,89
J???C@_VDs?,89
J???C@_VFs?,100
J???C@_VC{?,101
J???C@_VE{?,90
J???C@_VD{?,95
J???C@_VF{?,99
J???C@_vFc?,101
J???C@_vEs?,95
J???C@_vDs?,95
J???C@_vFs?,106
J???C@_vE{?,98
J???C@_vD{?,98
J???C@_vB{?,111
J???C@_vF{?,106
J???C@_^Fc?,104
J???C@_^Es?,104
J???C@_^Fs?,109
J???C@_^E{?,108
J???C@_^F{?,107
J???C@_~Fs?,113
J???C@_~F{?,115
J???C@_Ff_?,75
J???C@_Feo?,85
J???C@_Ffo?,97
J???C@_Few?,93
J???C@_Ffw?,106
J???C@_Fe{?,90
J???C@_Ff{?,102
J???C@_Fcp?,85
J???C@_Fcx?,93
J???C@_Fc|?,90
J???C@_ffo?,110
J???C@_few?,99
J???C@_fbw?,118
J???C@_ffw?,114
J???C@_fe{?,96
J???C@_fb{?,126
J???C@_ff{?,109
J???C@_fc|?,96
J???C@_Vfo?,104
J???C@_Vew?,96
J???C@_Vdw?,99
J???C@_Vfw?,108
J???C@_Vc{?,108
J???C@_Ve{?,96
J???C@_Vd{?,101
J???C@_Vf{?,105
J???C@_vfw?,110
J???C@_ve{?,103
J???C@_vd{?,100
J???C@_vf{?,111
J???C@_^fw?,115
J???C@_^e{?,113
J???C@_^f{?,113
J???C@_~f{?,120
J???C@_cK[?,66
J???C@_cI[?,66
J???C@_cJ[?,87
J???C@_cG{?,66
J???C@_cK{?,84
J???C@_cG]?,66
J???C@_cI]?,77
J???C@_cJ]?,91
J???C@_cK\?,80
J???C@_cG|?,81
J???C@_cK|?,85
J???C@_cI[_,78
J???C@_cJ[_,83
J???C@_cG]_,75
J???C@_cI]_,88
J???C@_cJ]_,92
J???C@_EMK?,66
J???C@_ENK?,87
J???C@_EKL?,66
J???C@_EKl?,79
J???C@_EK|?,83
J???C@_eJK?,85
J???C@_eKk?,83
J???C@_eK{?,95
J???C@_eIM?,78
J???C@_eJM?,92
J???C@_eKl?,89
J???C@_eG|?,91
J???C@_eK|?,92
J???C@_eJK_,83
J???C@_eIM_,87
J???C@_eJM_,92
J???C@_FNC?,87
J???C@_FKs?,87
J???C@_FK{?,101
J???C@_FKt?,89
J???C@_FK|?,90
J???C@_FNC_,83
J???C@_fK{?,99
J???C@_fKt?,95
J???C@_fK|?,98
J???C@_Fk{?,108
J???C@_Fkx?,96
J???C@_Fk|?,96
J???C@_fk|?,103
J???CB_wC{?,83
J???CB_wA{?,88
J???CB_wE{?,100
J???CB_wB{?,114
J???CB_wF{?,98
J???CB_w?}?,83
J???CB_w?|?,83
J???CB_w?~?,96
J???CB_w?|_,94
J???CB_w?~_,100
J???CB_sA[?,80
J???CB_sE[?,90
J???CB_s@[?,80
J???CB_sD[?,88
J???CB_sB[?,95
J???CB_sF[?,97
J???CB_s@{?,85
J???CB_sD{?,99
J???CB_sB{?,109
J???CB_sF{?,101
J???CB_s?]?,76
J???CB_s?^?,95
J???CB_s?\_,88
J???CB_s?^_,94
J???CB_{E[?,101
J???CB_{B[?,112
J???CB_{F[?,104
J???CB_{C{?,98
J???CB_{A{?,105
J???CB_{E{?,110
J???CB_{B{?,124
J???CB_{F{?,107
J???CB_{?^?,106
J???CB_{?^_,100
J???CB_eEK?,77
J???CB_eBK?,85
J???CB_eFK?,83
J???CB_eAk?,76
J???CB_eEk?,90
J???CB_eBk?,88
J???CB_eFk?,96
J???CB_eB{?,100
J???CB_eF{?,100
J???CB_e?N?,81
J???CB_e?L_,81
J???CB_e?N_,87
J???CB_uBK?,93
J???CB_uFK?,100
J???CB_uAk?,95
J???CB_uEk?,101
J???CB_u@k?,85
J???CB_uDk?,101
J???CB_uBk?,108
J???CB_uFk?,108
J???CB_uC{?,98
J???CB_uA{?,105
J???CB_uE{?,106
J???CB_u@{?,98
J???CB_uD{?,107
J???CB_uB{?,116
J???CB_uF{?,109
J???CB_u?N?,98
J???CB_u?N_,96
J???CB_]BK?,95
J???CB_]FK?,108
J???CB_]Ek?,105
J???CB_]Bk?,106
J???CB_]Fk?,114
J???CB_]C{?,94
J???CB_]A{?,100
J???CB_]E{?,108
J???CB_]B{?,112
J???CB_]F{?,111
J???CB_]?N?,97
J???CB_}FK?,106
J???CB_}Bk?,121
J???CB_}Fk?,113
J???CB_}E{?,117
J???CB_}B{?,129
J???CB_}F{?,115
J???CB_fBc?,85
J???CB_fFc?,98
J???CB_fAs?,87
J???CB_fEs?,99
J???CB_fBs?,98
J???CB_fFs?,106
J???CB_f?{?,93
J???CB_fC{?,90
J???CB_fA{?,94
J???CB_fE{?,103
J???CB_fB{?,104
J???CB_fF{?,107
J???CB_VFC?,87
J???CB_VBc?,92
J???CB_VFc?,103
J???CB_VAs?,85
J???CB_VEs?,103
J???CB_V@s?,85
J???CB_VDs?,97
J???CB_VBs?,102
J???CB_VFs?,110
J???CB_VC{?,91
J???CB_VA{?,90
J???CB_VE{?,104
J???CB_V@{?,91
J???CB_VD{?,100
J???CB_VB{?,107
J???CB_VF{?,108
J???CB_vFc?,111
J???CB_vEs?,109
J???CB_vDs?,109
J???CB_vBs?,114
J???CB_vFs?,116
J???CB_vA{?,110
J???CB_vE{?,114
J???CB_v@{?,104
J???CB_vD{?,112
J???CB_vB{?,118
J???CB_vF{?,116
J???CB_^Bs?,115
J???CB_^Fs?,123
J???CB_^E{?,113
J???CB_^B{?,121
J???CB_^F{?,118
J???CB_~Fs?,119
J???CB_~B{?,129
J???CB_~F{?,122
