id,gpn_num
K???E?obBONO,122
K???E?obBO^O,138
K???E?obBOWo,106
K???E?obBOSo,105
K???E?obBOKo,111
K???E?obBO[o,118
K???E?obBOQo,105
K???E?obBOIo,103
K???E?obBOYo,115
K???E?obBOEo,106
K???E?obBOUo,117
K???E?obBOMo,120
K???E?obBO]o,131
K???E?obBOPo,106
K???E?obBOHo,112
K???E?obBOXo,126
K???E?obBODo,119
K???E?obBOTo,119
K???E?obBOLo,127
K???E?obBO\o,130
K???E?obBOBo,111
K???E?obBORo,114
K???E?obBOJo,119
K???E?obBOZo,128
K???E?obBOFo,132
K???E?obBOVo,131
K???E?obBONo,136
K???E?obBO^o,141
K???E?obBO?[,97
K???E?obBO?Z,119
K???E?obBO?V,112
K???E?obBO?^,126
K???E?obFOMO,147
K???E?obFO]O,139
K???E?obFOLO,129
K???E?obFO\O,146
K???E?obFOJO,122
K???E?obFOZO,135
K???E?obFOFO,136
K???E?obFOVO,144
K???E?obFONO,137
K???E?obFO^O,153
K???E?obFOKo,118
K???E?obFO[o,136
K???E?obFOIo,114
K???E?obFOYo,133
K???E?obFOEo,120
K???E?obFOUo,140
K???E?obFOMo,129
K???E?obFO]o,148
K???E?obFOHo,128
K???E?obFOXo,142
K???E?obFODo,131
K???E?obFOTo,139
K???E?obFOLo,133
K???E?obFO\o,145
K???E?obFOBo,127
K???E?obFORo,134
K???E?obFOJo,132
K???E?obFOZo,141
K???E?obFOFo,149
K???E?obFOVo,150
K???E?obFONo,145
K???E?obFO^o,154
K???E?ob@o[O,110
K???E?ob@oEO,103
K???E?ob@oUO,109
K???E?ob@oMO,110
K???E?ob@o]O,122
K???E?ob@oXO,117
K???E?ob@oTO,121
K???E?ob@oLO,113
K???E?ob@o\O,133
K???E?ob@oFO,117
K???E?ob@oVO,129
K???E?ob@oNO,123
K???E?ob@o^O,142
K???E?ob@oWo,122
K???E?ob@oSo,109
K???E?ob@oKo,106
K???E?ob@o[o,120
K???E?ob@oEo,113
K???E?ob@oUo,118
K???E?ob@oMo,119
K???E?ob@o]o,132
K???E?ob@oPo,119
K???E?ob@oHo,109
K???E?ob@oXo,125
K???E?ob@oDo,123
K???E?ob@oTo,127
K???E?ob@oLo,125
K???E?ob@o\o,138
K???E?ob@oFo,141
K???E?ob@oVo,132
K???E?ob@oNo,136
K???E?ob@o^o,144
K???E?ob@o?[,97
K???E?ob@o?Z,120
K???E?ob@o?V,115
K???E?ob@o?^,125
K???E?obDoMO,134
K???E?obDo]O,144
K???E?obDoLO,125
K???E?obDo\O,144
K???E?obDoFO,136
K???E?obDoVO,147
K???E?obDoNO,135
K???E?obDo^O,157
K???E?obDoKo,116
K???E?obDo[o,140
K???E?obDoEo,122
K???E?obDoUo,138
K???E?obDoMo,127
K???E?obDo]o,151
K???E?obDoHo,123
K???E?obDoXo,147
K???E?obDoDo,133
K???E?obDoTo,137
K???E?obDoLo,132
K???E?obDo\o,148
K???E?obDoFo,144
K???E?obDoVo,147
K???E?obDoNo,140
K???E?obDo^o,156
K???E?obBo]O,131
K???E?obBo\O,138
K???E?obBoVO,136
K???E?obBoNO,137
K???E?obBo^O,150
K???E?obBo[o,130
K???E?obBoUo,128
K???E?obBoMo,133
K???E?obBo]o,140
K???E?obBoXo,143
K???E?obBoTo,131
K???E?obBoLo,137
K???E?obBo\o,144
K???E?obBoFo,144
K???E?obBoVo,142
K???E?obBoNo,150
K???E?obBo^o,152
K???E?obFoNO,152
K???E?obFo^O,171
K???E?obFoMo,141
K???E?obFo]o,160
K???E?obFoLo,148
K???E?obFo\o,160
K???E?obFoFo,159
K???E?obFoVo,164
K???E?obFoNo,156
K???E?obFo^o,169
K???E?obCW[O,109
K???E?obCWUO,109
K???E?obCWMO,109
K???E?obCW]O,122
K???E?obCWLO,106
K???E?obCW\O,128
K???E?obCWFO,121
K???E?obCWVO,130
K???E?obCWNO,119
K???E?obCW^O,144
K???E?obCWDo,143
K???E?obCWTo,114
K???E?obCWLo,122
K???E?obCW\o,124
K???E?obCWFo,164
K???E?obCWVo,128
K???E?obCWNo,138
K???E?obCW^o,139
K???E?obCWEW,109
K???E?obCWHS,106
K???E?obCWXS,128
K???E?obCW@s,143
K???E?obCWPs,114
K???E?obCWHs,122
K???E?obCWXs,124
K???E?obCWEQ,109
K???E?obCWEY,127
K???E?obCWCR,113
K???E?obCWER,128
K???E?obCWCZ,120
K???E?obCWEZ,134
K???E?obCW?V,113
K???E?obCW?^,120
K???E?obAW[O,104
K???E?obAWUO,108
K???E?obAW]O,117
K???E?obAWTO,109
K???E?obAW\O,125
K???E?obAWFO,108
K???E?obAWVO,123
K???E?obAW^O,141
K???E?obAWDo,122
K???E?obAWTo,118
K???E?obAW\o,127
K???E?obAWFo,139
K???E?obAWVo,133
K???E?obAW^o,142
K???E?obAWCW,96
K???E?obAWEW,108
K???E?obAWWS,104
K???E?obAWPS,109
K???E?obAWXS,125
K???E?obAW@s,122
K???E?obAWPs,118
K???E?obAWXs,127
K???E?obAW?[,96
K???E?obAWEY,118
K???E?obAWCR,104
K???E?obAWER,117
K???E?obAWCZ,117
K???E?obAWEZ,131
K???E?obAW?V,104
K???E?obAW?^,117
K???E?obEWMO,126
K???E?obEW]O,140
K???E?obEWLO,125
K???E?obEW\O,139
K???E?obEWFO,126
K???E?obEWVO,146
K???E?obEWNO,141
K???E?obEW^O,157
K???E?obEWDo,148
K???E?obEWTo,132
K???E?obEWLo,139
K???E?obEW\o,135
K???E?obEWFo,169
K???E?obEWVo,149
K???E?obEWNo,157
K???E?obEW^o,151
K???E?obEWXS,139
K???E?obEWPs,132
K???E?obEWHs,139
K???E?obEWXs,135
K???E?obEWEQ,132
K???E?obEWCY,121
K???E?obEWEY,136
K???E?obEWEZ,141
K???E?ob@W[O,106
K???E?ob@WIO,97
K???E?ob@WYO,108
K???E?ob@W]O,117
K???E?ob@WXO,120
K???E?ob@WTO,114
K???E?ob@WLO,116
K???E?ob@W\O,126
K???E?ob@WJO,109
K???E?ob@WZO,125
K???E?ob@W^O,139
K???E?ob@WPo,138
K???E?ob@WHo,122
K???E?ob@WXo,144
K???E?ob@WTo,125
K???E?ob@WLo,129
K???E?ob@W\o,135
K???E?ob@WJo,124
K???E?ob@WZo,138
K???E?ob@W^o,146
K???E?ob@W?[,96
K???E?ob@W?Z,115
K???E?ob@W?^,124
K???E?obDWMO,120
K???E?obDW]O,138
K???E?obDWLO,120
K???E?obDW\O,140
K???E?obDWJO,114
K???E?obDWZO,135
K???E?obDWFO,132
K???E?obDWVO,138
K???E?obDWNO,131
K???E?obDW^O,152
K???E?obDWHo,122
K???E?obDWXo,136
K???E?obDWDo,136
K???E?obDWTo,134
K???E?obDWLo,130
K???E?obDW\o,142
K???E?obDWBo,137
K???E?obDWRo,125
K???E?obDWJo,128
K???E?obDWZo,137
K???E?obDWFo,156
K???E?obDWVo,141
K???E?obDWNo,142
K???E?obDW^o,151
K???E?obBW]O,129
K???E?obBW\O,133
K???E?obBWZO,132
K???E?obBWVO,132
K???E?obBWNO,136
K???E?obBW^O,146
K???E?obBWXo,142
K???E?obBWTo,129
K???E?obBWLo,141
K???E?obBW\o,142
K???E?obBWRo,127
K???E?obBWJo,130
K???E?obBWZo,140
K???E?obBWFo,147
K???E?obBWVo,141
K???E?obBWNo,148
K???E?obBW^o,152
K???E?obFWNO,146
K???E?obFW^O,161
K???E?obFWLo,146
K???E?obFW\o,155
K???E?obFWJo,143
K???E?obFWZo,147
K???E?obFWFo,167
K???E?obFWVo,156
K???E?obFWNo,158
K???E?obFW^o,163
K???E?ob@w]O,132
K???E?ob@w\O,145
K???E?ob@wVO,136
K???E?ob@wNO,140
K???E?ob@w^O,151
K???E?ob@wXo,166
K???E?ob@wTo,147
K???E?ob@wLo,144
K???E?ob@w\o,158
K???E?ob@wFo,165
K???E?ob@wVo,147
K???E?ob@wNo,153
K???E?ob@w^o,159
K???E?obDwNO,144
K???E?obDw^O,165
K???E?obDwLo,144
K???E?obDw\o,156
K???E?obDwFo,161
K???E?obDwVo,157
K???E?obDwNo,153
K???E?obDw^o,166
K???E?obBw^O,156
K???E?obBw\o,157
K???E?obBwVo,152
K???E?obBwNo,166
K???E?obBw^o,165
K???E?obFwNo,170
K???E?obFw^o,180
K???E?obECN?,108
K???E?obEC^?,130
K???E?obECL_,107
K???E?obEC\_,121
K???E?obECF_,135
K???E?obECV_,122
K???E?obECN_,121
K???E?obEC^_,136
K???E?obECMO,141
K???E?obEC]O,120
K???E?obECLO,108
K???E?obEC\O,122
K???E?obECFO,113
K???E?obECVO,132
K???E?obECNO,122
K???E?obEC^O,137
K???E?obECDo,115
K???E?obECTo,124
K???E?obECLo,119
K???E?obEC\o,126
K???E?obECFo,131
K???E?obECVo,139
K???E?obECNo,135
K???E?obEC^o,141
K???E?obECHC,96
K???E?obECHc,107
K???E?obECXc,121
K???E?obECGS,122
K???E?obECWS,107
K???E?obECHS,108
K???E?obECXS,122
K???E?obEC@s,115
K???E?obECPs,124
K???E?obECHs,119
K???E?obECXs,126
K???E?obECEI,125
K???E?obECEH,121
K???E?obECEB,118
K???E?obECCJ,113
K???E?obECEJ,126
K???E?obEC?N,113
K???E?obDCN?,105
K???E?obDC^?,131
K???E?obDCL_,102
K???E?obDC\_,124
K???E?obDCJ_,102
K???E?obDCZ_,116
K???E?obDCF_,112
K???E?obDCV_,125
K???E?obDCN_,114
K???E?obDC^_,136
K???E?obDCMO,113
K???E?obDC]O,122
K???E?obDCLO,104
K???E?obDC\O,128
K???E?obDCJO,101
K???E?obDCZO,122
K???E?obDCFO,112
K???E?obDCVO,127
K???E?obDCNO,114
K???E?obDC^O,138
K???E?obDCHo,102
K???E?obDCXo,126
K???E?obDCDo,105
K???E?obDCTo,122
K???E?obDCLo,110
K???E?obDC\o,130
K???E?obDCBo,109
K???E?obDCRo,117
K???E?obDCJo,110
K???E?obDCZo,128
K???E?obDCFo,124
K???E?obDCVo,131
K???E?obDCNo,123
K???E?obDC^o,141
K???E?obDC?N,117
K???E?obBC[?,110
K???E?obBCY?,106
K???E?obBCU?,100
K???E?obBCM?,104
K???E?obBC]?,121
K???E?obBC\?,128
K???E?obBCZ?,121
K???E?obBCV?,116
K???E?obBCN?,116
K???E?obBC^?,141
K???E?obBCX_,112
K???E?obBCT_,107
K???E?obBCL_,118
K???E?obBC\_,129
K???E?obBCR_,107
K???E?obBCJ_,108
K???E?obBCZ_,121
K???E?obBCF_,111
K???E?obBCV_,119
K???E?obBCN_,130
K???E?obBC^_,142
K???E?obBCWO,122
K???E?obBC[O,112
K???E?obBCYO,116
K???E?obBCUO,107
K???E?obBCMO,112
K???E?obBC]O,122
K???E?obBCXO,142
K???E?obBCTO,114
K???E?obBCLO,111
K???E?obBC\O,131
K???E?obBCRO,114
K???E?obBCJO,110
K???E?obBCZO,136
K???E?obBCFO,108
K???E?obBCVO,127
K???E?obBCNO,120
K???E?obBC^O,143
K???E?obBCPo,109
K???E?obBCHo,120
K???E?obBCXo,141
K???E?obBCDo,111
K???E?obBCTo,119
K???E?obBCLo,125
K???E?obBC\o,133
K???E?obBCBo,108
K???E?obBCRo,117
K???E?obBCJo,123
K???E?obBCZo,137
K???E?obBCFo,126
K???E?obBCVo,132
K???E?obBCNo,136
K???E?obBC^o,145
K???E?obBC?N,115
K???E?obFCN?,120
K???E?obFC^?,142
K???E?obFCL_,117
K???E?obFC\_,136
K???E?obFCJ_,113
K???E?obFCZ_,130
K???E?obFCF_,121
K???E?obFCV_,139
K???E?obFCN_,130
K???E?obFC^_,148
K???E?obFCMO,132
K???E?obFC]O,132
K???E?obFCLO,117
K???E?obFC\O,139
K???E?obFCJO,114
K???E?obFCZO,131
K???E?obFCFO,125
K???E?obFCVO,141
K???E?obFCNO,127
K???E?obFC^O,148
K???E?obFCHo,119
K???E?obFCXo,138
K???E?obFCDo,118
K???E?obFCTo,136
K???E?obFCLo,123
K???E?obFC\o,141
K???E?obFCBo,118
K???E?obFCRo,132
K???E?obFCJo,124
K???E?obFCZo,138
K???E?obFCFo,137
K???E?obFCVo,148
K???E?obFCNo,136
K???E?obFC^o,151
K???E?ob@c[?,99
K???E?ob@cU?,103
K???E?ob@cM?,103
K???E?ob@c]?,116
K???E?ob@c\?,117
K???E?ob@cV?,124
K???E?ob@cN?,115
K???E?ob@c^?,138
K???E?ob@cT_,109
K???E?ob@cL_,114
K???E?ob@c\_,120
K???E?ob@cF_,140
K???E?ob@cV_,128
K???E?ob@cN_,135
K???E?ob@c^_,141
K???E?ob@c[O,117
K???E?ob@cUO,107
K???E?ob@cMO,107
K???E?ob@c]O,120
K???E?ob@cXO,117
K???E?ob@cTO,125
K???E?ob@cLO,116
K???E?ob@c\O,139
K???E?ob@cFO,107
K???E?ob@cVO,128
K???E?ob@cNO,119
K???E?ob@c^O,142
K???E?ob@cPo,109
K???E?ob@cHo,114
K???E?ob@cXo,120
K???E?ob@cDo,141
K???E?ob@cTo,129
K???E?ob@cLo,136
K???E?ob@c\o,142
K???E?ob@cFo,144
K???E?ob@cVo,132
K???E?ob@cNo,139
K???E?ob@c^o,145
K???E?ob@cEG,103
K???E?ob@cEW,107
K???E?ob@cWC,107
K???E?ob@cHC,106
K???E?ob@cXC,127
K???E?ob@c@c,128
K???E?ob@cPc,118
K???E?ob@cHc,124
K???E?ob@cXc,130
K???E?ob@cEQ,107
K???E?ob@cCY,119
K???E?ob@cEY,122
K???E?ob@cH`,114
K???E?ob@cX`,120
K???E?ob@cXD,129
K???E?ob@cPd,120
K???E?ob@cHd,126
K???E?ob@cXd,132
K???E?ob@c?N,111
K???E?obDcN?,117
K???E?obDc^?,144
K???E?obDcL_,112
K???E?obDc\_,135
K???E?obDcF_,118
K???E?obDcV_,138
K???E?obDcN_,125
K???E?obDc^_,149
K???E?obDcMO,115
K???E?obDc]O,135
K???E?obDcLO,115
K???E?obDc\O,138
K???E?obDcFO,117
K???E?obDcVO,140
K???E?obDcNO,123
K???E?obDc^O,150
K???E?obDcHo,115
K???E?obDcXo,143
K???E?obDcDo,117
K???E?obDcTo,133
K???E?obDcLo,123
K???E?obDc\o,144
K???E?obDcFo,125
K???E?obDcVo,143
K???E?obDcNo,130
K???E?obDc^o,152
K???E?obBcN?,129
K???E?obBc^?,158
K???E?obBcL_,130
K???E?obBc\_,147
K???E?obBcF_,126
K???E?obBcV_,138
K???E?obBcN_,145
K???E?obBc^_,159
K???E?obBcMO,126
K???E?obBc]O,132
K???E?obBcLO,126
K???E?obBc\O,156
K???E?obBcFO,116
K???E?obBcVO,138
K???E?obBcNO,131
K???E?obBc^O,155
K???E?obBcHo,137
K???E?obBcXo,162
K???E?obBcDo,125
K???E?obBcTo,138
K???E?obBcLo,141
K???E?obBc\o,157
K???E?obBcFo,135
K???E?obBcVo,144
K???E?obBcNo,148
K???E?obBc^o,157
K???E?obFc^?,155
K???E?obFc\_,148
K???E?obFcV_,153
K???E?obFcN_,140
K???E?obFc^_,161
K???E?obFc]O,147
K???E?obFc\O,148
K???E?obFcVO,153
K???E?obFcNO,137
K???E?obFc^O,162
K???E?obFcXo,157
K???E?obFcTo,149
K???E?obFcLo,137
K???E?obFc\o,155
K???E?obFcFo,142
K???E?obFcVo,160
K???E?obFcNo,144
K???E?obFc^o,164
K???E?obCSN?,109
K???E?obCS^?,131
K???E?obCSM_,123
K???E?obCS]_,128
K???E?obCSL_,109
K???E?obCS\_,123
K???E?obCSF_,133
K???E?obCSV_,126
K???E?obCSN_,123
K???E?obCS^_,138
K???E?obCSKo,104
K???E?obCS[o,127
K???E?obCSEo,116
K???E?obCSUo,129
K???E?obCSMo,117
K???E?obCS]o,143
K???E?obCSDo,134
K???E?obCSTo,117
K???E?obCSLo,120
K???E?obCS\o,127
K???E?obCSFo,155
K???E?obCSVo,131
K???E?obCSNo,136
K???E?obCS^o,142
K???E?obCSPc,112
K???E?obCSHc,109
K???E?obCSXc,123
K???E?obCSGs,104
K???E?obCSWs,127
K???E?obCS@s,134
K???E?obCSPs,117
K???E?obCSHs,120
K???E?obCSXs,127
K???E?obCSEI,126
K???E?obCSEB,119
K???E?obCSCJ,113
K???E?obCSEJ,126
K???E?obCS?N,113
K???E?obAS[?,96
K???E?obAS]?,108
K???E?obAS\?,116
K???E?obASV?,112
K???E?obAS^?,131
K???E?obAS[_,108
K???E?obASE_,98
K???E?obASU_,126
K???E?obASM_,106
K???E?obAS]_,122
K???E?obAST_,106
K???E?obASL_,112
K???E?obAS\_,122
K???E?obASF_,117
K???E?obASV_,119
K???E?obASN_,127
K???E?obAS^_,137
K???E?obASSo,107
K???E?obAS[o,120
K???E?obASEo,107
K???E?obASUo,121
K???E?obAS]o,136
K???E?obASDo,121
K???E?obASTo,119
K???E?obAS\o,126
K???E?obASFo,138
K???E?obASVo,134
K???E?obAS^o,141
K???E?obASEG,98
K???E?obASWC,96
K???E?obASPC,99
K???E?obASXC,116
K???E?obASWc,108
K???E?obASPc,106
K???E?obASHc,112
K???E?obASXc,122
K???E?obAS?s,95
K???E?obASOs,107
K???E?obASWs,120
K???E?obAS@s,121
K???E?obASPs,119
K???E?obASXs,126
K???E?obASEB,111
K???E?obASCJ,113
K???E?obASEJ,126
K???E?obAS?N,113
K???E?obESN?,131
K???E?obES^?,146
K???E?obESM_,119
K???E?obES]_,145
K???E?obESL_,128
K???E?obES\_,136
K???E?obESF_,136
K???E?obESV_,144
K???E?obESN_,145
K???E?obES^_,153
K???E?obESMO,164
K???E?obES]O,141
K???E?obESLO,125
K???E?obES\O,134
K???E?obESFO,145
K???E?obESVO,146
K???E?obESNO,141
K???E?obES^O,150
K???E?obESKo,120
K???E?obES[o,136
K???E?obESEo,124
K???E?obESUo,147
K???E?obESMo,136
K???E?obES]o,154
K???E?obESDo,143
K???E?obESTo,137
K???E?obESLo,135
K???E?obES\o,137
K???E?obESFo,164
K???E?obESVo,154
K???E?obESNo,153
K???E?obES^o,153
K???E?obESHc,128
K???E?obESXc,136
K???E?obESHS,125
K???E?obESXS,134
K???E?obESGs,120
K???E?obESWs,136
K???E?obES@s,143
K???E?obESPs,137
K???E?obESHs,135
K???E?obESXs,137
K???E?obESEI,142
K???E?obESEJ,136
K???E?ob@S]?,110
K???E?ob@S\?,123
K???E?ob@SZ?,114
K???E?ob@S^?,135
K???E?ob@S[_,108
K???E?ob@SI_,95
K???E?ob@SY_,110
K???E?ob@SU_,110
K???E?ob@SM_,107
K???E?ob@S]_,121
K???E?ob@SX_,112
K???E?ob@ST_,117
K???E?ob@SL_,116
K???E?ob@S\_,127
K???E?ob@SR_,112
K???E?ob@SJ_,107
K???E?ob@SZ_,120
K???E?ob@SF_,127
K???E?ob@SV_,129
K???E?ob@SN_,128
K???E?ob@S^_,140
K???E?ob@SGo,95
K???E?ob@SWo,110
K???E?ob@SSo,105
K???E?ob@SKo,107
K???E?ob@S[o,118
K???E?ob@SIo,103
K???E?ob@SYo,118
K???E?ob@S]o,132
K???E?ob@SPo,127
K???E?ob@SHo,116
K???E?ob@SXo,137
K???E?ob@STo,120
K???E?ob@SLo,123
K???E?ob@S\o,131
K???E?ob@SJo,120
K???E?ob@SZo,134
K???E?ob@S^o,143
K???E?ob@S?N,117
K???E?obDSN?,123
K???E?obDS^?,145
K???E?obDSM_,115
K???E?obDS]_,141
K???E?obDSL_,119
K???E?obDS\_,138
K???E?obDSJ_,116
K???E?obDSZ_,133
K???E?obDSF_,133
K???E?obDSV_,138
K???E?obDSN_,132
K???E?obDS^_,150
K???E?obDSMO,134
K???E?obDS]O,139
K???E?obDSLO,121
K???E?obDS\O,143
K???E?obDSJO,117
K???E?obDSZO,134
K???E?obDSFO,132
K???E?obDSVO,140
K???E?obDSNO,130
K???E?obDS^O,151
K???E?obDSKo,113
K???E?obDS[o,135
K???E?obDSIo,112
K???E?obDSYo,134
K???E?obDSEo,121
K???E?obDSUo,134
K???E?obDSMo,125
K???E?obDS]o,148
K???E?obDSHo,123
K???E?obDSXo,142
K???E?obDSDo,121
K???E?obDSTo,134
K???E?obDSLo,124
K???E?obDS\o,142
K???E?obDSBo,128
K???E?obDSRo,128
K???E?obDSJo,126
K???E?obDSZo,140
K???E?obDSFo,142
K???E?obDSVo,142
K???E?obDSNo,137
K???E?obDS^o,152
K???E?obBSN?,124
K???E?obBS^?,141
K???E?obBSM_,121
K???E?obBS]_,132
K???E?obBSL_,128
K???E?obBS\_,134
K???E?obBSJ_,119
K???E?obBSZ_,130
K???E?obBSF_,130
K???E?obBSV_,133
K???E?obBSN_,139
K???E?obBS^_,147
K???E?obBS]O,128
K???E?obBSLO,125
K???E?obBS\O,136
K???E?obBSJO,114
K???E?obBSZO,130
K???E?obBSFO,123
K???E?obBSVO,133
K???E?obBSNO,131
K???E?obBS^O,146
K???E?obBSKo,119
K???E?obBS[o,124
K???E?obBSIo,114
K???E?obBSYo,125
K???E?obBSEo,119
K???E?obBSUo,127
K???E?obBSMo,129
K???E?obBS]o,138
K???E?obBSHo,122
K???E?obBSXo,138
K???E?obBSDo,126
K???E?obBSTo,127
K???E?obBSLo,136
K???E?obBS\o,138
K???E?obBSBo,123
K???E?obBSRo,126
K???E?obBSJo,128
K???E?obBSZo,137
K???E?obBSFo,141
K???E?obBSVo,140
K???E?obBSNo,145
K???E?obBS^o,149
K???E?obFS^?,156
K???E?obFS]_,150
K???E?obFS\_,149
K???E?obFSZ_,144
K???E?obFSV_,153
K???E?obFSN_,147
K???E?obFS^_,161
K???E?obFS\O,156
K???E?obFSZO,143
K???E?obFSVO,153
K???E?obFSNO,145
K???E?obFS^O,163
K???E?obFS[o,142
K???E?obFSYo,141
K???E?obFSUo,149
K???E?obFSMo,137
K???E?obFS]o,155
K???E?obFSXo,149
K???E?obFSTo,147
K???E?obFSLo,138
K???E?obFS\o,154
K???E?obFSRo,144
K???E?obFSJo,139
K???E?obFSZo,149
K???E?obFSFo,157
K???E?obFSVo,159
K???E?obFSNo,151
K???E?obFS^o,163
K???E?ob@sN?,127
K???E?ob@s^?,150
K???E?ob@sM_,121
K???E?ob@s]_,136
K???E?ob@sL_,126
K???E?ob@s\_,143
K???E?ob@sF_,140
K???E?ob@sV_,142
K???E?ob@sN_,141
K???E?ob@s^_,155
K???E?ob@s]O,132
K???E?ob@s\O,146
K???E?ob@sFO,126
K???E?ob@sVO,138
K???E?ob@sNO,132
K???E?ob@s^O,152
K???E?ob@s[o,135
K???E?ob@sEo,121
K???E?ob@sUo,125
K???E?ob@sMo,128
K???E?ob@s]o,141
K???E?ob@sXo,157
K???E?ob@sDo,132
K???E?ob@sTo,139
K???E?ob@sLo,136
K???E?ob@s\o,152
K???E?ob@sFo,150
K???E?ob@sVo,141
K???E?ob@sNo,145
K???E?ob@s^o,154
K???E?obDs^?,160
K???E?obDs]_,153
K???E?obDs\_,151
K???E?obDsV_,151
K???E?obDsN_,142
K???E?obDs^_,163
K???E?obDsVO,157
K???E?obDsNO,142
K???E?obDs^O,167
K???E?obDsUo,144
K???E?obDsMo,134
K???E?obDs]o,158
K???E?obDsTo,145
K???E?obDsLo,139
K???E?obDs\o,157
K???E?obDsFo,142
K???E?obDsVo,156
K???E?obDsNo,145
K???E?obDs^o,165
K???E?obBsN_,152
K???E?obBs^_,158
K???E?obBsNO,146
K???E?obBs^O,158
K???E?obBsMo,140
K???E?obBs]o,145
K???E?obBsLo,145
K???E?obBs\o,152
K???E?obBsFo,149
K???E?obBsVo,149
K???E?obBsNo,159
K???E?obBs^o,160
K???E?obFs^_,174
K???E?obFs^O,181
K???E?obFs]o,165
K???E?obFs\o,167
K???E?obFsVo,171
K???E?obFsNo,160
K???E?obFs^o,178
K???E?obC[N?,119
K???E?obC[^?,147
K???E?obC[L_,124
K???E?obC[\_,132
K???E?obC[F_,160
K???E?obC[V_,136
K???E?obC[N_,141
K???E?obC[^_,149
K???E?obC[MO,123
K???E?obC[]O,143
K???E?obC[LO,122
K???E?obC[\O,140
K???E?obC[FO,146
K???E?obC[VO,143
K???E?obC[NO,138
K???E?obC[^O,158
K???E?obC[Do,154
K???E?obC[To,124
K???E?obC[Lo,132
K???E?obC[\o,134
K???E?obC[Fo,179
K???E?obC[Vo,139
K???E?obC[No,150
K???E?obC[^o,150
K???E?obC[Hc,124
K???E?obC[Xc,132
K???E?obC[HS,122
K???E?obC[XS,140
K???E?obC[@s,154
K???E?obC[Ps,124
K???E?obC[Hs,132
K???E?obC[Xs,134
K???E?obC[EI,140
K???E?obC[EJ,135
K???E?obA[N?,127
K???E?obA[^?,145
K???E?obA[L_,124
K???E?obA[\_,136
K???E?obA[F_,140
K???E?obA[V_,138
K???E?obA[N_,141
K???E?obA[^_,153
K???E?obA[]O,135
K???E?obA[\O,135
K???E?obA[FO,132
K???E?obA[VO,140
K???E?obA[NO,138
K???E?obA[^O,153
K???E?obA[Do,136
K???E?obA[To,129
K???E?obA[Lo,129
K???E?obA[\o,136
K???E?obA[Fo,156
K???E?obA[Vo,146
K???E?obA[No,145
K???E?obA[^o,152
K???E?obA[Xc,136
K???E?obA[XS,135
K???E?obA[Ps,129
K???E?obA[Hs,129
K???E?obA[Xs,136
K???E?obA[EI,128
K???E?obE[^?,162
K???E?obE[\_,144
K???E?obE[V_,155
K???E?obE[N_,162
K???E?obE[^_,163
K???E?obE[VO,162
K???E?obE[NO,157
K???E?obE[^O,169
K???E?obE[To,143
K???E?obE[Lo,148
K???E?obE[\o,145
K???E?obE[Fo,190
K???E?obE[Vo,162
K???E?obE[No,168
K???E?obE[^o,162
K???E?obE[Hs,148
K???E?obE[Xs,145
K???E?ob@[N?,129
K???E?ob@[^?,145
K???E?ob@[L_,134
K???E?ob@[\_,146
K???E?ob@[J_,127
K???E?ob@[Z_,145
K???E?ob@[F_,146
K???E?ob@[V_,148
K???E?ob@[N_,145
K???E?ob@[^_,159
K???E?ob@[]O,131
K???E?ob@[\O,135
K???E?ob@[ZO,140
K???E?ob@[VO,134
K???E?ob@[NO,136
K???E?ob@[^O,149
K???E?ob@[Xo,164
K???E?ob@[Do,150
K???E?ob@[To,134
K???E?ob@[Lo,139
K???E?ob@[\o,145
K???E?ob@[Bo,133
K???E?ob@[Ro,140
K???E?ob@[Jo,135
K???E?ob@[Zo,151
K???E?ob@[Fo,156
K???E?ob@[Vo,144
K???E?ob@[No,148
K???E?ob@[^o,156
K???E?obD[^?,153
K???E?obD[\_,145
K???E?obD[Z_,139
K???E?obD[V_,144
K???E?obD[N_,143
K???E?obD[^_,157
K???E?obD[NO,140
K???E?obD[^O,160
K???E?obD[To,143
K???E?obD[Lo,135
K???E?obD[\o,151
K???E?obD[Ro,132
K???E?obD[Jo,135
K???E?obD[Zo,145
K???E?obD[Fo,157
K???E?obD[Vo,150
K???E?obD[No,148
K???E?obD[^o,160
K???E?obB[N_,151
K???E?obB[^_,159
K???E?obB[^O,152
K???E?obB[Lo,151
K???E?obB[\o,150
K???E?obB[Jo,138
K???E?obB[Zo,147
K???E?obB[Fo,154
K???E?obB[Vo,148
K???E?obB[No,158
K???E?obB[^o,160
K???E?obF[^_,167
K???E?obF[\o,164
K???E?obF[Zo,153
K???E?obF[Vo,163
K???E?obF[No,163
K???E?obF[^o,172
K???E?ob@{N_,160
K???E?ob@{^_,174
K???E?ob@{^O,159
K???E?ob@{\o,170
K???E?ob@{Fo,177
K???E?ob@{Vo,156
K???E?ob@{No,163
K???E?ob@{^o,169
K???E?obD{^_,170
K???E?obD{Vo,166
K???E?obD{No,157
K???E?obD{^o,175
K???E?obB{No,176
K???E?obB{^o,173
K???E?obF{^o,189
K???E?ob@eX_,132
K???E?ob@eHc,118
K???E?ob@eXc,132
K???E?ob@eEQ,115
K???E?ob@eEI,134
K???E?ob@eCY,131
K???E?ob@eEY,135
K???E?ob@eX`,135
K???E?ob@eHd,128
K???E?ob@eXd,142
